Video Id,Title,Description
y7Vbmujgic8,Junior AAA VIDEO 3 , 
5IuL9errrrA,B2C: PJ Mogianesi Football Highlights (2012),PJ Mogianesi in the CAYFA championship game
Aefu2vPiURw,Nevada Roller Skating .. we need you,"over 2 years Nevada Roller skating group has been opening its doors every friday and sunday night to let people of all ages, young and old, to come join in the fun at our roller disco in Bolton. This video is packed full of a whole years worth of photos, please watch and if you can , how about coming down to skating and joining in the fun.  Everybody welcome, want any details just comment. also you can add us on facebook or look at our site which is on the video. Thankyou."
N4-_epxDGR8,1977 (October 1) NY Cosmos (USA) 2-Santos (Brazil) 1 (Pele Testimonial),"If interested in international matches (usually from 80s-90s), you can also check my blog
http://soccernostalgia.blogspot.com/
I not only provide lineups/goalscorers/etc, but I also try to add anecdotes, facts and trivia pertaining to the match in question."
9z2lmhuRbUY,Skate Montage,me and my friends boardsliding and 50 50 and 50 grinding my rail.
Tt3Z2rgoW_g,junior girl in wai-kru muaythai,this is a part of wai-kru muaythai step before fighting and this girl is so cool showing wai-kru
KZL0O7OQW98,Cedar HIll High School Football Ranked #1 in America,"http://www.myfoxdfw.com

FOX 4 News is a FOX-owned station serving Dallas-Fort Worth and all of North Texas."
Zd-IFtFr-gM,A boxing interview with Diego Di Luisa,"Check out what a star member of the Thunder Milano Italian Boxing team as to say about his passion & daily job.
http://www.swide.com"
khN4VuAIAGc,Enduro Rally Rojas,"largada del parque general alvear, segunda etapa"
EgtDwjrV8fQ,Surf Peru: Huanchaco surfing righthanders at sunset,"6th of December (around 6PM)
Swell forecast: 0.8-1.3m. 11s period
Huanchaco, Peru

Little documentary about the popular break, just in front of our hostel. This is not the point break! This is one of Huanchaco's three breaks and one of only a few righthanders to be found in northern Peru. Very popular with the locals and it makes great sunsets on the beach!

SurfingHuanchaco YouTube channel. 
Brought to you by:
ATMA hostel & yoga
https://atmahuanchaco.com/surfing-in-huanchaco/"
HGR4mz8mtiU,"Battle for V.I.P. @ Jugg fest Concert tempe, AZ 2012",Arizona puttin in work for V.I.P. ha ha ha ha
n1cywgPzX0k,Rajon Rondo - Mr. Triple-Double,"The Best of Celtics - Rajon Rondo

song: Dj Honda ft Mos Def - Magnetic Arts"
h1opMpzxARg,SLTV: Centurions march on in the cup!,WATCH as the supporters and players of Leigh Centurions celebrate their Ladbrokes Challenge Cup win over Wakefield Wildcats.
Jsals0DFLdM,2009 King of Bowling (HQ) - Part 02,"2009 King of Bowling (HQ) - Part 02

www.pba.com"
6_eFUKqWoEo,2011 Indian Wells 6.mp4,"Gisela Dulko vs Kaia Kanepi at the 2011 BNP Paribas Open in Indian Wells, CA"
chyj7JJ52Ro,"Venice Beach Benchpress Competition May 25, 2013","Paul Babineaux wins the competition with a 303 lb benchpress.

A phenomenal lift for a bodyweight of 148lb."
XovfGFawjI8,"NBA Toronto Raptors vs Indiana Pacers Fri, January 13th, 2012 [L 95-90] Hightlights","THE CANADIAN PRESS

TORONTO -- A tough week ended for the Toronto Raptors with an air ball, a heart-breaking loss and a head coach taking the blame.

With the Indiana Pacers up 93-90, Toronto backup centre Jamaal Magloire went to the free-throw line with a chance to cut the lead in the final 14 seconds.

Instead, Magloire missed both shots, including one on an ugly air ball that drew boos from the crowd, and had Raptors head coach Dwane Casey putting himself in the firing line after the 95-90 loss Friday.

""It's on me. I take full blame for that,"" said Casey, who said he should have had Ed Davis on the ball in the situation. ""I should have had the flip-flop. I don't think they were intentionally trying to foul. But it happened, I should not have had him handling the ball. ... That's a rookie, not a rookie coach, but that's my mistake.""

The foul by Indiana's David West that put Magloire on the free-throw line at a critical moment wasn't intentional, and even West was surprised at who had the ball.

""We said we needed to foul if they got late in the clock, but that was pretty early for him to catch that basketball,"" said West. ""I was just trying to make a play on the ball, be overly aggressive. ... We didn't expect him to have the ball in his hands that moment.""

Neither team led by more than two points in the fourth until West's free throw gave Indiana a 91-90 lead. West missed the second shot from the line, but Tyler Hansbrough added two more points after he was fouled grabbing the rebound.

That led to Magloire's free-throw attempts, and after the game the sombre Toronto native wouldn't let Casey take the blame for his missed shots.

""I think that I've been playing this game long enough that I let the team down and I can be accountable as a man and say that I could have did a better job at the free-throw line and as a result we didn't win the game,"" said Magliore.

The defeat was the Raptors' third in a row during an ugly week that saw them play four games in five nights. But Toronto hardly looked fatigued, and held the lead until the end of the third quarter while also leading the Pacers (8-3) by as many as 16 points in the first half.

Playing without injured star Andrea Bargnani, Toronto's DeMar DeRozan led (4-8) with 23 points, Leandro Barbosa came off the bench to chip in 20 and Jose Calderon added 15 points and nine assists.

Indiana (8-3) meanwhile had to play without star Danny Granger, who was ejected on his second technical foul with 29 seconds left in the second quarter after bumping Davis to the hardwood. Granger stared down Davis and was tossed for it.

Granger left with just four points and one rebound, but the Pacers rallied behind George Hill, who scored 22 points off the bench. Indiana's Roy Hibbert had 15 points and nine rebounds while West and Hansbrough each scored 13.

Granger didn't speak to media after the game, but Pacers head coach Frank Vogel said he was pleased with the way his team responded to the ejection.

""(Toronto is) a tough team to score against,"" said Vogel. ""Hats off to those guys. I'm proud of our guys for grinding out a game that really didn't go our way.""

The Raptors looked to DeRozan to fill the scoring void left by Bargnani, who suffered a strained left calf Wednesday against Sacramento. DeRozan answered the call early with 14 points in the first quarter, but cooled off as the game turned in Indiana's favour.

Casey defended DeRozan by pointing to the Pacers' defensive adjustments, while DeRozan added he was trying to play aggressive in Bargnani's absence.

""Things change. You can't stay hot for the whole 48 minutes,"" said DeRozan. ""You got to learn to do other things, rebound, defend, do things like that and try to get your teammates involved. So, it's not really a bad thing. I kind of look at it as a positive.""

.James Johnson's alley-oop dunk gave Toronto a 16-point lead in the second, forcing the Pacers to call a timeout to regroup. The breather worked, and Indiana scored eight unanswered points to cut the lead to 40-32, but their momentum was once again hampered by Granger's ejection and trailed Toronto 45-40 at the half.

Calderon's three-pointer with just over five minutes left in the third put the Raptors back up by 10 points, but the Pacers chipped away at the deficit and a driving lay-up by Paul George tied the game at 65 heading into the fourth."
KDa2wRa_xds,"Imke Schellekens-Bartels, Sunrise-FEI World Cup Finals 2007","Imke Schellekens-Bartels riding Sunrise at the Rolex FEI World Cup DressageFinals 2007, Las Vegas"
e3lWusLDA6o,Pernell Whitaker vs. Santos Cardona (Part One),Pernell doing a paint job
Hz3eIQlLDt0,Excel Boat Company Factory Tour,Visit the Excel Boat Company
MQ3kVCFabbI,Boynton Beach Rams Passing Tree,"Instructional video for BB Rams, 1st cut.  We were not too worried about catching, so I dont want to hear about how they cant catch.  Route running basics only."
U7zC-m1fz70,"Jerry Hsu & Louie Barletta ( Osiris, Subject To Change )",This is Jerry Hsu and Louie Barletta`s Skate Video from there movie OSIRIS SUBJECT TO CHANGE.
y6qJkU6UJFU,Miami Spring Game 10-3rd qtr,Miami Hurricanes 2010 Spring Game 2nd half of 3rd Qtr
LadLV3oYVRc,Pavel Game Footage - UBC Hockey Development Pickup Hockey,Pavel Barber and the rest of the UBC Hockey Development crew gather together to play a fun game of pickup hockey together.
92gtgdreHuE,"2014: Champions Dojo, Training with Emma Lucraft",Kata condition training Sensei JLefevre with Emma Lucraft
vQyhu_hMoSU,2009 Linfield Football Camp Highlight,"Highlights of the 2nd session 2009 Linfield College Football Camp.

Linfield College Wildcats
McMinnville, Oregon
NCAA Division III
Northwest Conference
4x National Champions, 32 Conference Titles, 53 Consecutive Winning Seasons"
sui1yyEqqKs,2012 EARC Sprints Lightweight 1V Grand Final, 
DgVpW-dXSeQ,Cairns Cable Kids,"Just a couple of us kids at Cable Ski Cairns 

Riders (in no particular order)

Matty

Ash

Nick

Shakira

Katrina

Jake

Marshall"
6nWV25H_4jY,Cristiano Ronaldo vs Billy Wingrove - Learn Freestyle Football,qool
dDiLmYHxw3Q,XC SAMOBOR 2013,MTB
GqC27Qi2_h0,Brooklyn Bulldawgs  vs Brooklyn Blue Devils,The Bulldawgs take on the Blue Devils in The Battle for Brooklyn Match up
J69yzTZ8mGM,Mike Aitken - Electronical (Odyssey BMX),www.odysseybmx.com
b8JVVY67E3I,Birmingham Freerunning 2012,"Spent the Half Term down Birmingham with the fellow Nelkor's doing some PK!
Thank you Justin's mum for letting us stay there :)
Edited by Lord Jack Bennett!"
Qyc82earcLI,Ochtend training van de Marokkaanse Atlas Lions in Zuid Afrika,Ochtend training van de Atlas Lions in Zuid Afrika
V1MKyRWs6bs,"andy3 , ocean kayak prowler elite 4.1 1st attempt self rescue  funny funny funny",here is our pathetic first attempt of a self rescue
HgNr3igGVdk,roy jones jr on fighting anderson silva - says silva beats diaz EsNews,"In this http://www.esnewsreporting.com video we take a look at the story behind the story. 
EsNews is a sports channel  talking to stars, celebs, trainers, fans and reporters. 

Follow us on Twitter http://www.twitter.com/seckbach.

Facebook - http://www.facebook.com/EsNewsReporting.

We also produce the Robert Garcia Reality Show here's the link to playlist - http://www.youtube.com/playlist?list=PLACAD803266666667

don't forget to sub http://www.youtube.com/esnews"
mN-z5CHR10g,KJ NATIONS TOP 5YR OLD BASKETBALL PHENOM GOES TO UM,KJ was invited to do the halftime for UM 2 yr in a row. KJ just turned 5 yrs old.  UM is one of the colleges he considering going to.
7tjX41fbJyk,10 cidades mais populosas do mundo, 
N7M6d-ZN-mU,Nubia Fight Night Trailer  2013             Muay Thai Wiesbaden / Muay Thai Mainz,"Nubia Fight Night Trailer  2013  
 
des Nubia-Sports Muay Thai Gym aus Wiesbaden /Mainz von der Nubia-Fight Night vom 31.08.13 ."
Fsq2uFP8h6E,"Zairi,Robihno,C.Ronaldo,Ronaldinho","A Compilation of Zairi,robihno,cristiano ronaldo and ronaldinho skills"
3A8vgwKuIi0,summer 2005 senior pom dance routine,"Leeds Ladybirds training session, rehearsing for BCA nationals 2005"
yj9br4gOEt0,Guilty Gear XX Accent Core - The Good Fight,Bridget Combo Video
nwPq2kvQ-O4,"Donald Swanson, Alpha Combat and Boxing's Grassroots Revival","Boxing may be on the decline in the media marketplace, replaced by Mixed Martial Arts as the combat sport du jour. But for coaches like Donald Swanson, Sam Stern and Joey Regan at Alpha Combat in Mahopac NY,  it's not just about the fight. The physical conditioning and mental stamina needed to excel in all these rough and tumble sports create a  common bond. Another RadXSports video.

Follow and Interact with us on Facebook:
https://www.facebook.com/pages/RadXSports/104138276304120


Narration:
Boxing for three minutes is exhausting. Punching a trash talking trainer who isn't hitting back can wear you down, but a warrior can't give in to fatigue.

There's no conflict between mixed martial arts and boxing in the gym. If there is a conflict between the sports, it's in the marketing. Athletes in all the combat sports practice and respect all the disciplines.

People from all over come to work out for a wide range of reasons.

We asked what it would take to bring boxing from the grass roots back to the big time. Interact with us on Twitter @RadXSports"
EOEgLYHOlj0,gare clandestine di BMX,2 garre mozzafiato di bmx
kmL_Tjp4bpY,Delta 16 surfing in Tofino.mov,"Delta kayaks Designer Stuart Mounsey paddling the Delta 16 at Cox bay in Tofino, BC, Canada.

Music track: ""Canada"" by Prizes (formerly Treasure)"
TKnujVs4Z5g,shrek x shadow!!!! (valentimes day special),Happy heart day.
ikxQB7hHxLo,15/07/2008 Il raduno del Toro,http://www.torinofc.it
2sqVhiIi6Tw,Hatrick from a 10 year old footballer !,A hatrick i scored  at a football tournament ! camrea ran out of battrey after this game :( Also some pics with me and liverpool ex and new players ! Plz comment and thanks for watching ! YNWA
2-QQ6NyQv-8,Elk: You Call the Shots from North American Hunting Club - www.huntingclub.com,"North American Hunting Club http://www.huntingclub.com - Some of the best experts in the game take the shot or let it walk.  For more check out http://www.huntingclub.com home of the North American Hunting Club, North American Hunter magazine and North American Hunter - TV."
iLs9Rd6OWuA,"Susi Kentikian ""Killer Queen""",Sollche Frauen braucht das Land!!!
CslwYCazZFg,PIQUES MOTOS MEDELLIN,PIQUES EN MOTO DT MEDELLIN EL MONO PICANDO MOTO EN EL BARRIO CRISTOBAL COMUNA 13 PIQUES CALLEJEROS ARTE URBANO
QK6VJNZZfLk,Clottey vs Pacquiao - Post Fight Analysis,Wow.....was this expected or what?
0nDBzMnzZro,Bob Hurley: Practice Planning & Program Development,"In this DVD 2010 Hall of Fame inductee, Coach Bob Hurley  takes you through his thoughts and philosophy as it pertains to practice planning. The eight areas cover everything from practice set up, using the clock effectively, having a 30 second quick meets during practice just as a timeout in a game to making sure your practice special situations every day. On the court, Hurley shares more than 15 of his favorite practice drills that he uses with his teams.

For more information on purchasing this DVD, go to:
http://www.championshipproductions.com/cgi-bin/champ/p/Basketball/Bob-Hurley-Practice-Planning-Program-Development_BD-03723A.html?mv_source=youtube

For more information on purchasing Basketball DVDs, go to:
http://www.championshipproductions.com/cgi-bin/champ/basketball-dvds.html?mv_source=youtube"
nCbOXdDi7Qo,freeride winter classic 2007 bcn,"un video de el 28 de desembre de 2007 
una mika chapusero peru bueno ... 
kalitat mobil ... 
barcelona"
YiMTEVUJHh8,Fisher F5 - field test in very high mineralized soils.,"Very interesting test of metal detector Fisher F5 with base search coil 10"" in very high mineralized soils. Discriminate without mistakes. Coon field test with 11"" DD"
gZl1enImx8k,Dashen Diva (Salti),"Dashen Diva (Salti) a nice 6 year old mare that is ready to go in any direction, turns barrels nice and clocks."
